date,store,item,sales
2023-04-16,1,1,142
2023-04-17,1,1,84
2023-04-18,1,1,77
2023-04-19,1,1,84
2023-04-20,1,1,79
2023-04-21,1,1,115
2023-04-22,1,1,110
2023-04-23,1,1,107
2023-04-24,1,1,79
2023-04-25,1,1,64
2023-04-26,1,1,98
2023-04-27,1,1,108
2023-04-28,1,1,122
2023-04-29,1,1,137
2023-04-30,1,1,120
2023-05-01,1,1,79
2023-05-02,1,1,84
2023-05-03,1,1,107
2023-05-04,1,1,85
2023-05-05,1,1,117
2023-05-06,1,1,123
2023-05-07,1,1,118
2023-05-08,1,1,58
2023-05-09,1,1,94
2023-05-10,1,1,68
2023-05-11,1,1,91
2023-05-12,1,1,109
2023-05-13,1,1,116
2023-05-14,1,1,116
2023-05-15,1,1,90
2023-05-16,1,1,90
2023-05-17,1,1,114
2023-05-18,1,1,81
2023-05-19,1,1,99
2023-05-20,1,1,124
2023-05-21,1,1,94
2023-05-22,1,1,83
2023-05-23,1,1,80
2023-05-24,1,1,87
2023-05-25,1,1,90
2023-05-26,1,1,121
2023-05-27,1,1,107
2023-05-28,1,1,93
2023-05-29,1,1,84
2023-05-30,1,1,73
2023-05-31,1,1,82
2023-06-01,1,1,91
2023-06-02,1,1,86
2023-06-03,1,1,112
2023-06-04,1,1,102
2023-06-05,1,1,67
2023-06-06,1,1,86
2023-06-07,1,1,91
2023-06-08,1,1,103
2023-06-09,1,1,98
2023-06-10,1,1,125
2023-06-11,1,1,110
2023-06-12,1,1,87
2023-06-13,1,1,74
2023-06-14,1,1,73
2023-06-15,1,1,96
2023-06-16,1,1,116
2023-06-17,1,1,122
2023-06-18,1,1,81
2023-06-19,1,1,68
2023-06-20,1,1,77
2023-06-21,1,1,88
2023-06-22,1,1,67
2023-06-23,1,1,115
2023-06-24,1,1,116
2023-06-25,1,1,126
2023-06-26,1,1,65
2023-06-27,1,1,82
2023-06-28,1,1,67
2023-06-29,1,1,118
2023-06-30,1,1,107
2023-07-01,1,1,132
2023-07-02,1,1,110
2023-07-03,1,1,72
2023-07-04,1,1,73
2023-07-05,1,1,82
2023-07-06,1,1,79
2023-07-07,1,1,96
2023-07-08,1,1,107
2023-07-09,1,1,119
2023-07-10,1,1,67
2023-07-11,1,1,78
2023-07-12,1,1,84
2023-07-13,1,1,81
2023-07-14,1,1,89
2023-07-15,1,1,137
2023-07-16,1,1,82
2023-07-17,1,1,73
2023-07-18,1,1,69
2023-07-19,1,1,65
2023-07-20,1,1,87
2023-07-21,1,1,94
2023-07-22,1,1,116
2023-07-23,1,1,108
2023-07-24,1,1,51
2023-07-25,1,1,75
2023-07-26,1,1,91
2023-07-27,1,1,91
2023-07-28,1,1,100
2023-07-29,1,1,102
2023-07-30,1,1,100
2023-07-31,1,1,67
2023-08-01,1,1,81
2023-08-02,1,1,74
2023-08-03,1,1,82
2023-08-04,1,1,84
2023-08-05,1,1,88
2023-08-06,1,1,113
2023-08-07,1,1,51
2023-08-08,1,1,60
2023-08-09,1,1,65
2023-08-10,1,1,82
2023-08-11,1,1,87
2023-08-12,1,1,101
2023-08-13,1,1,85
2023-08-14,1,1,61
2023-08-15,1,1,92
2023-08-16,1,1,65
2023-08-17,1,1,84
2023-08-18,1,1,95
2023-08-19,1,1,101
2023-08-20,1,1,114
2023-08-21,1,1,59
2023-08-22,1,1,74
2023-08-23,1,1,84
2023-08-24,1,1,85
2023-08-25,1,1,89
2023-08-26,1,1,101
2023-08-27,1,1,86
2023-08-28,1,1,60
2023-08-29,1,1,77
2023-08-30,1,1,79
2023-08-31,1,1,89
2023-09-01,1,1,114
2023-09-02,1,1,114
2023-09-03,1,1,100
2023-09-04,1,1,57
2023-09-05,1,1,59
2023-09-06,1,1,71
2023-09-07,1,1,90
2023-09-08,1,1,81
2023-09-09,1,1,86
2023-09-10,1,1,117
2023-09-11,1,1,61
2023-09-12,1,1,67
2023-09-13,1,1,75
2023-09-14,1,1,74
2023-09-15,1,1,118
2023-09-16,1,1,100
2023-09-17,1,1,80
2023-09-18,1,1,57
2023-09-19,1,1,83
2023-09-20,1,1,64
2023-09-21,1,1,69
2023-09-22,1,1,109
2023-09-23,1,1,92
2023-09-24,1,1,99
2023-09-25,1,1,54
2023-09-26,1,1,68
2023-09-27,1,1,73
2023-09-28,1,1,62
2023-09-29,1,1,81
2023-09-30,1,1,92
2023-10-01,1,1,124
2023-10-02,1,1,56
2023-10-03,1,1,67
2023-10-04,1,1,72
2023-10-05,1,1,63
2023-10-06,1,1,89
2023-10-07,1,1,107
2023-10-08,1,1,80
2023-10-09,1,1,56
2023-10-10,1,1,73
2023-10-11,1,1,69
2023-10-12,1,1,95
2023-10-13,1,1,85
2023-10-14,1,1,107
2023-10-15,1,1,107
2023-10-16,1,1,70
2023-10-17,1,1,66
2023-10-18,1,1,79
2023-10-19,1,1,77
2023-10-20,1,1,96
2023-10-21,1,1,103
2023-10-22,1,1,97
2023-10-23,1,1,55
2023-10-24,1,1,61
2023-10-25,1,1,74
2023-10-26,1,1,77
2023-10-27,1,1,100
2023-10-28,1,1,103
2023-10-29,1,1,98
2023-10-30,1,1,58
2023-10-31,1,1,82
2023-11-01,1,1,95
2023-11-02,1,1,81
2023-11-03,1,1,91
2023-11-04,1,1,105
2023-11-05,1,1,106
2023-11-06,1,1,53
2023-11-07,1,1,68
2023-11-08,1,1,82
2023-11-09,1,1,79
2023-11-10,1,1,104
2023-11-11,1,1,89
2023-11-12,1,1,94
2023-11-13,1,1,75
2023-11-14,1,1,75
2023-11-15,1,1,84
2023-11-16,1,1,91
2023-11-17,1,1,83
2023-11-18,1,1,105
2023-11-19,1,1,80
2023-11-20,1,1,63
2023-11-21,1,1,70
2023-11-22,1,1,76
2023-11-23,1,1,84
2023-11-24,1,1,105
2023-11-25,1,1,108
2023-11-26,1,1,112
2023-11-27,1,1,71
2023-11-28,1,1,79
2023-11-29,1,1,74
2023-11-30,1,1,83
2023-12-01,1,1,119
2023-12-02,1,1,121
2023-12-03,1,1,107
2023-12-04,1,1,44
2023-12-05,1,1,69
2023-12-06,1,1,72
2023-12-07,1,1,83
2023-12-08,1,1,99
2023-12-09,1,1,105
2023-12-10,1,1,112
2023-12-11,1,1,69
2023-12-12,1,1,74
2023-12-13,1,1,84
2023-12-14,1,1,82
2023-12-15,1,1,128
2023-12-16,1,1,105
2023-12-17,1,1,108
2023-12-18,1,1,84
2023-12-19,1,1,75
2023-12-20,1,1,74
2023-12-21,1,1,98
2023-12-22,1,1,107
2023-12-23,1,1,108
2023-12-24,1,1,115
2023-12-25,1,1,68
2023-12-26,1,1,71
2023-12-27,1,1,84
2023-12-28,1,1,80
2023-12-29,1,1,93
2023-12-30,1,1,107
2023-12-31,1,1,100
2024-01-01,1,1,94
2024-01-02,1,1,66
2024-01-03,1,1,87
2024-01-04,1,1,102
2024-01-05,1,1,105
2024-01-06,1,1,119
2024-01-07,1,1,100
2024-01-08,1,1,66
2024-01-09,1,1,89
2024-01-10,1,1,80
2024-01-11,1,1,89
2024-01-12,1,1,103
2024-01-13,1,1,136
2024-01-14,1,1,112
2024-01-15,1,1,69
2024-01-16,1,1,87
2024-01-17,1,1,84
2024-01-18,1,1,93
2024-01-19,1,1,92
2024-01-20,1,1,108
2024-01-21,1,1,132
2024-01-22,1,1,67
2024-01-23,1,1,82
2024-01-24,1,1,116
2024-01-25,1,1,92
2024-01-26,1,1,116
2024-01-27,1,1,140
2024-01-28,1,1,112
2024-01-29,1,1,91
2024-01-30,1,1,81
2024-01-31,1,1,113
2024-02-01,1,1,99
2024-02-02,1,1,117
2024-02-03,1,1,131
2024-02-04,1,1,138
2024-02-05,1,1,68
2024-02-06,1,1,78
2024-02-07,1,1,125
2024-02-08,1,1,94
2024-02-09,1,1,125
2024-02-10,1,1,133
2024-02-11,1,1,127
2024-02-12,1,1,74
2024-02-13,1,1,81
2024-02-14,1,1,110
2024-02-15,1,1,115
2024-02-16,1,1,114
2024-02-17,1,1,126
2024-02-18,1,1,145
2024-02-19,1,1,87
2024-02-20,1,1,95
2024-02-21,1,1,90
2024-02-22,1,1,93
2024-02-23,1,1,114
2024-02-24,1,1,143
2024-02-25,1,1,146
2024-02-26,1,1,73
2024-02-27,1,1,103
2024-02-28,1,1,92
2024-02-29,1,1,115
2024-03-01,1,1,149
2024-03-02,1,1,133
2024-03-03,1,1,120
2024-03-04,1,1,83
2024-03-05,1,1,91
2024-03-06,1,1,99
2024-03-07,1,1,105
2024-03-08,1,1,129
2024-03-09,1,1,143
2024-03-10,1,1,126
2024-03-11,1,1,89
2024-03-12,1,1,106
2024-03-13,1,1,94
2024-03-14,1,1,100
2024-03-15,1,1,130
2024-03-16,1,1,119
2024-03-17,1,1,123
2024-03-18,1,1,74
2024-03-19,1,1,98
2024-03-20,1,1,102
2024-03-21,1,1,107
2024-03-22,1,1,111
2024-03-23,1,1,143
2024-03-24,1,1,156
2024-03-25,1,1,74
2024-03-26,1,1,101
2024-03-27,1,1,116
2024-03-28,1,1,106
2024-03-29,1,1,138
2024-03-30,1,1,140
2024-03-31,1,1,129
2024-04-01,1,1,111
2024-04-02,1,1,73
2024-04-03,1,1,99
2024-04-04,1,1,100
2024-04-05,1,1,131
2024-04-06,1,1,130
2024-04-07,1,1,140
2024-04-08,1,1,91
2024-04-09,1,1,86
2024-04-10,1,1,104
2024-04-11,1,1,120
2024-04-12,1,1,128
2024-04-13,1,1,133
2024-04-14,1,1,144
2024-04-15,1,1,112
2024-04-16,1,1,81
2024-04-17,1,1,94
2024-04-18,1,1,106
2024-04-19,1,1,128
2024-04-20,1,1,123
2024-04-21,1,1,141
2024-04-22,1,1,77
2024-04-23,1,1,81
2024-04-24,1,1,91
2024-04-25,1,1,102
2024-04-26,1,1,118
2024-04-27,1,1,153
2024-04-28,1,1,143
2024-04-29,1,1,89
2024-04-30,1,1,93
2024-05-01,1,1,127
2024-05-02,1,1,116
2024-05-03,1,1,109
2024-05-04,1,1,138
2024-05-05,1,1,135
2024-05-06,1,1,72
2024-05-07,1,1,77
2024-05-08,1,1,90
2024-05-09,1,1,126
2024-05-10,1,1,120
2024-05-11,1,1,142
2024-05-12,1,1,119
2024-05-13,1,1,71
2024-05-14,1,1,93
2024-05-15,1,1,112
2024-05-16,1,1,107
2024-05-17,1,1,128
2024-05-18,1,1,140
2024-05-19,1,1,127
2024-05-20,1,1,63
2024-05-21,1,1,88
2024-05-22,1,1,105
2024-05-23,1,1,97
2024-05-24,1,1,106
2024-05-25,1,1,130
2024-05-26,1,1,118
2024-05-27,1,1,69
2024-05-28,1,1,100
2024-05-29,1,1,105
2024-05-30,1,1,109
2024-05-31,1,1,109
2024-06-01,1,1,144
2024-06-02,1,1,106
2024-06-03,1,1,63
2024-06-04,1,1,95
2024-06-05,1,1,100
2024-06-06,1,1,104
2024-06-07,1,1,120
2024-06-08,1,1,122
2024-06-09,1,1,105
2024-06-10,1,1,81
2024-06-11,1,1,83
2024-06-12,1,1,85
2024-06-13,1,1,102
2024-06-14,1,1,120
2024-06-15,1,1,157
2024-06-16,1,1,123
2024-06-17,1,1,63
2024-06-18,1,1,94
2024-06-19,1,1,100
2024-06-20,1,1,85
2024-06-21,1,1,117
2024-06-22,1,1,132
2024-06-23,1,1,97
2024-06-24,1,1,85
2024-06-25,1,1,95
2024-06-26,1,1,94
2024-06-27,1,1,105
2024-06-28,1,1,110
2024-06-29,1,1,131
2024-06-30,1,1,105
2024-07-01,1,1,93
2024-07-02,1,1,82
2024-07-03,1,1,90
2024-07-04,1,1,96
2024-07-05,1,1,104
2024-07-06,1,1,128
2024-07-07,1,1,110
2024-07-08,1,1,78
2024-07-09,1,1,84
2024-07-10,1,1,97
2024-07-11,1,1,94
2024-07-12,1,1,114
2024-07-13,1,1,117
2024-07-14,1,1,129
2024-07-15,1,1,95
2024-07-16,1,1,88
2024-07-17,1,1,77
2024-07-18,1,1,96
2024-07-19,1,1,114
2024-07-20,1,1,117
2024-07-21,1,1,94
2024-07-22,1,1,68
2024-07-23,1,1,75
2024-07-24,1,1,103
2024-07-25,1,1,105
2024-07-26,1,1,111
2024-07-27,1,1,121
2024-07-28,1,1,106
2024-07-29,1,1,83
2024-07-30,1,1,87
2024-07-31,1,1,77
2024-08-01,1,1,110
2024-08-02,1,1,95
2024-08-03,1,1,112
2024-08-04,1,1,112
2024-08-05,1,1,64
2024-08-06,1,1,69
2024-08-07,1,1,84
2024-08-08,1,1,90
2024-08-09,1,1,116
2024-08-10,1,1,108
2024-08-11,1,1,114
2024-08-12,1,1,65
2024-08-13,1,1,72
2024-08-14,1,1,78
2024-08-15,1,1,115
2024-08-16,1,1,104
2024-08-17,1,1,121
2024-08-18,1,1,114
2024-08-19,1,1,70
2024-08-20,1,1,71
2024-08-21,1,1,88
2024-08-22,1,1,75
2024-08-23,1,1,86
2024-08-24,1,1,124
2024-08-25,1,1,102
2024-08-26,1,1,78
2024-08-27,1,1,72
2024-08-28,1,1,88
2024-08-29,1,1,93
2024-08-30,1,1,107
2024-08-31,1,1,95
2024-09-01,1,1,134
2024-09-02,1,1,61
2024-09-03,1,1,77
2024-09-04,1,1,90
2024-09-05,1,1,97
2024-09-06,1,1,99
2024-09-07,1,1,123
2024-09-08,1,1,110
2024-09-09,1,1,77
2024-09-10,1,1,93
2024-09-11,1,1,89
2024-09-12,1,1,85
2024-09-13,1,1,75
2024-09-14,1,1,97
2024-09-15,1,1,113
2024-09-16,1,1,63
2024-09-17,1,1,92
2024-09-18,1,1,86
2024-09-19,1,1,97
2024-09-20,1,1,81
2024-09-21,1,1,101
2024-09-22,1,1,122
2024-09-23,1,1,65
2024-09-24,1,1,82
2024-09-25,1,1,92
2024-09-26,1,1,82
2024-09-27,1,1,87
2024-09-28,1,1,93
2024-09-29,1,1,111
2024-09-30,1,1,72
2024-10-01,1,1,99
2024-10-02,1,1,93
2024-10-03,1,1,104
2024-10-04,1,1,74
2024-10-05,1,1,110
2024-10-06,1,1,94
2024-10-07,1,1,74
2024-10-08,1,1,83
2024-10-09,1,1,71
2024-10-10,1,1,70
2024-10-11,1,1,95
2024-10-12,1,1,107
2024-10-13,1,1,111
2024-10-14,1,1,59
2024-10-15,1,1,88
2024-10-16,1,1,77
2024-10-17,1,1,85
2024-10-18,1,1,98
2024-10-19,1,1,121
2024-10-20,1,1,94
2024-10-21,1,1,70
2024-10-22,1,1,76
2024-10-23,1,1,86
2024-10-24,1,1,86
2024-10-25,1,1,113
2024-10-26,1,1,128
2024-10-27,1,1,100
2024-10-28,1,1,65
2024-10-29,1,1,74
2024-10-30,1,1,86
2024-10-31,1,1,83
2024-11-01,1,1,111
2024-11-02,1,1,100
2024-11-03,1,1,97
2024-11-04,1,1,72
2024-11-05,1,1,76
2024-11-06,1,1,86
2024-11-07,1,1,99
2024-11-08,1,1,114
2024-11-09,1,1,123
2024-11-10,1,1,108
2024-11-11,1,1,78
2024-11-12,1,1,71
2024-11-13,1,1,88
2024-11-14,1,1,103
2024-11-15,1,1,141
2024-11-16,1,1,130
2024-11-17,1,1,111
2024-11-18,1,1,77
2024-11-19,1,1,70
2024-11-20,1,1,93
2024-11-21,1,1,109
2024-11-22,1,1,98
2024-11-23,1,1,131
2024-11-24,1,1,112
2024-11-25,1,1,74
2024-11-26,1,1,90
2024-11-27,1,1,95
2024-11-28,1,1,113
2024-11-29,1,1,125
2024-11-30,1,1,126
2024-12-01,1,1,129
2024-12-02,1,1,65
2024-12-03,1,1,82
2024-12-04,1,1,87
2024-12-05,1,1,100
2024-12-06,1,1,112
2024-12-07,1,1,128
2024-12-08,1,1,111
2024-12-09,1,1,92
2024-12-10,1,1,95
